  c00 rho=1.03563 T=9454.4
  c01 rho=1.23048 T=11763.7
  c02 rho=1.05226 T=3996.8
  c03 rho=1.19174 T=4655.5
  c04 rho=1.10897 T=7244.9
  c05 rho=1.12663 T=11154.7
  c06 rho=0.97617 T=2225.2
  c07 rho=1.10933 T=9285.2
  c08 rho=1.11091 T=11913.4
  c09 rho=1.12182 T=4635.0
  c10 rho=1.13054 T=6843.8
  c11 rho=1.19618 T=6297.1
  c12 rho=1.06858 T=8946.4
  c13 rho=1.00236 T=3490.6
  c14 rho=1.10101 T=7568.4
  c15 rho=1.06100 T=6681.5
  c16 rho=1.13575 T=4257.9
  c17 rho=1.15720 T=5167.2
  c18 rho=1.18922 T=7979.2
  c19 rho=1.12513 T=10850.0
  c20 rho=1.09830 T=7637.5
  c21 rho=1.06524 T=5269.4
  c22 rho=1.10016 T=9141.7
  c23 rho=1.14091 T=5099.2
  c24 rho=1.15442 T=7562.9
  c25 rho=1.08112 T=4812.9
  c26 rho=1.20291 T=54201.4
  c27 rho=1.10066 T=3927.6
  c28 rho=1.09799 T=4491.0
  c29 rho=1.07913 T=3719.6
  c30 rho=1.10436 T=8311.7
  c31 rho=1.06715 T=5347.6
ESC l=1000001279 : RHO 1 T 4 OPEN 27 worst=1.23048  283s
   open: [(0, '1.0356', '9454'), (1, '1.2305', '11764'), (3, '1.1917', '4655'), (4, '1.1090', '7245'), (5, '1.1266', '11155'), (7, '1.1093', '9285'), (8, '1.1109', '11913'), (9, '1.1218', '4635'), (10, '1.1305', '6844'), (11, '1.1962', '6297'), (12, '1.0686', '8946'), (14, '1.1010', '7568'), (15, '1.0610', '6682'), (16, '1.1358', '4258'), (17, '1.1572', '5167'), (18, '1.1892', '7979'), (19, '1.1251', '10850'), (20, '1.0983', '7637'), (21, '1.0652', '5269'), (22, '1.1002', '9142'), (23, '1.1409', '5099'), (24, '1.1544', '7563'), (25, '1.0811', '4813'), (26, '1.2029', '54201'), (28, '1.0980', '4491'), (30, '1.1044', '8312'), (31, '1.0672', '5348')]
ESC_FAST DONE l=1000001279
